content,score,thumbsUpCount,reviewCreatedVersion,appVersion,at,cleaned_content
"Saya ga bisa bayarnya setiap mau dibayar ga bisa menunya stuck disitu saja, lalu saya hubungi pihak rosin Lampung mlhn menolak untuk pesan tiket dengan dia karena alasan pribadinya tidak suka saja dengan saya, tidak mementingkan kostumer mlhn kepentingan keegoisan pribadi saja.",1,1,2.5.0,2.5.0,2022-03-02 15:01:24,tidak bayar bayar tidak menu stuck situ hubung rosin lampung mlhn tolak pesan tiket alas pribadi tidak suka tidak penting kostumer mlhn penting egois pribadi
Aplikasi yg mudah dan praktis,5,0,,Unknown,2022-03-01 07:43:28,aplikasi mudah praktis
Cara biar aplikasi ini berguna gmn ya? Mencari tiket selalu tidak ada semua,1,0,2.5.0,2.5.0,2022-02-28 17:15:48,biar aplikasi guna gmn cari tiket tidak
Mantap cepat,5,0,,Unknown,2022-02-28 15:12:00,mantap cepat
Susah banget di gunakan aplikasinya,1,0,2.5.0,2.5.0,2022-02-25 22:04:05,susah banget aplikasi
"Apakah setiap booking tiket kita harus selalu masukin nama,no hp,email..? Koq nggak sekali aja,trus tersimpan. Trus fungsi apk di update kalo minim perbaikan,kasian kan ?!. Selebihnya apk RI ini bagus,gampang. Thanks RI",4,11,2.5.0,2.5.0,2022-02-24 15:22:08,booking tiket masukin namano hpemail koq nggak ajatrus simpan trus fungsi aplikasi update minim perbaikankasian lebih aplikasi ri bagusgampang thanks ri
Luar biasa responsif dan kenyamanan penumpang sangat diutamakan,5,0,2.5.0,2.5.0,2022-02-24 14:35:11,responsif nyaman tumpang utama
Assalamualaikum mohon maaf sehubungan banyak masyarakat memakai bank BRI untuk pembayaran bisa di tambah brimo dong,4,1,2.5.0,2.5.0,2022-02-22 21:17:06,assalamualaikum maaf hubung masyarakat pakai bank bri bayar brimo
"Susah banget pake aplikasi ini.ketika sdh order dan klik pembayaran, ga ada kelanjutannya..pernah email ke cs, dibalas, tp ga ada perubahan..ayo dong diperbaiki lagi..seat yg tersedia saat pemesanan, jadi bisa milih seat, pembayaran jg dimudahkan dan diperbanyak pilihannya..jangan kalah sama KAI atw penerbangan..Rosin udah keren, harus makin keren lagi...",3,20,2.5.0,2.5.0,2022-02-21 11:22:35,susah banget pake aplikasi iniketika sdh order klik bayar tidak kelanjutannyapernah email cs balas tidak perubahanayo baik lagiseat sedia mesan milih seat bayar mudah banyak pilihannyajangan kalah kai atw penerbanganrosin udah keren keren
Mau booking tiket tp pilihan busnya tidak muncul-muncul.,1,0,2.5.0,2.5.0,2022-02-15 21:35:05,booking tiket pilih bus tidak munculmuncul
Jelek,3,0,,Unknown,2022-02-09 03:41:29,jelek
Sangat membantu,5,0,,Unknown,2022-02-09 02:26:40,bantu
"Alhamdulilah, sekarang lebih simple dan up to date aplikasinya, tambah sukses ya rosalian indah dan lebih ditingkatkan lagi service/pelayanannya.",5,0,,Unknown,2022-02-06 15:57:23,alhamdulilah simple up to date aplikasi sukses rosalian indah tingkat servicepelayanannya
bisa pilih seat,3,0,2.4.9,2.4.9,2022-02-06 07:04:39,pilih seat
"Pesan > transfer done > konfirmasi pemesanan tiket tdk muncul,telp cs tidak aktif",1,1,2.5.0,2.5.0,2022-02-05 15:04:54,pesan transfer done konfirmasi mesan tiket tidak muncultelp cs tidak aktif
Rosalia lndah transpotasi mudah enggak ribet tepat waktu,4,0,2.5.0,2.5.0,2022-02-04 10:58:37,rosalia lndah transpotasi mudah ribet waktu
Servernya kurang besar memory nya.tgl 1 Februari 2022 aku pesen tiket exsekutif dari Balaraja tujuan gilingan solo cari bus berangkat jam 18.00.kata petugas tiket dah habis.dicek di aplikasi masih tersedia.dicek lagi di aplikasi tanggal 3 February masih tersedia.yang bener yang mana nii offline atau online.infonya.mohon perbaikan server biar uptudate gitu lho.,5,0,2.5.0,2.5.0,2022-02-03 08:31:03,servernya memory nyatgl februari sen tiket exsekutif balaraja tuju giling solo cari bus berangkat jam tugas tiket dah habisdicek aplikasi tersediadicek aplikasi tanggal february tersediayang bener nii offline onlineinfonyamohon baik server biar uptudate gitu lho
"Pilihan pembayaran ditambah dong, via va atau uang elektronik gt",4,11,2.5.0,2.5.0,2022-02-02 17:15:52,pilih bayar tambah via va uang elektronik gt
"Saya tidak bisa boking tiket dari aplikasi abal abal ini, jadi percuma kalau akhirnya disuruh datang ke agen.",2,0,,Unknown,2022-02-02 13:31:57,tidak boking tiket aplikasi abal abal suruh agen
"Baru install, langsung uninstall. Bingung cara kerja aplikasinya. Booking tiket, gak bisa2. Sudah ganti2 tempat pemberangkatan, tapi kosong terus hasilnya.",2,0,,Unknown,2022-02-02 11:42:55,install uninstall bingung aplikasi booking tiket tidak ganti berangkat kosong hasil
"Knp kode boking dan e tiket tidak di kirim ke email ya, sya kehilangan kode boking dan sudah berkali2 email cs nya tp no respon, di telp jga tdk di angkat2",1,0,,Unknown,2022-01-30 08:27:58,knp kode boking tiket tidak kirim email sya hilang kode boking kali email cs no respon telp jga tidak angkat
Kosong terus dicoba semua tanggal,1,0,,Unknown,2022-01-27 21:40:13,kosong coba tanggal
"Aplikasi bukan mempermudah malah bikin sulit, pesen tiket harus cek agen satu per satu ,tiket kosong semua harus ke agen juga akhirnya",1,0,,Unknown,2022-01-26 16:21:17,aplikasi bukan mudah bikin sulit sen tiket cek agen tiket kosong agen
Belibet,1,0,2.5.0,2.5.0,2022-01-21 12:55:42,belibet
GA GUNA,1,0,2.5.0,2.5.0,2022-01-19 20:51:11,tidak
"Kurang forum pembatalan tiket ,, jd susah",3,2,2.5.0,2.5.0,2022-01-19 16:03:30,forum batal tiket susah
Pelayananya mengecewakan kalo diagen,1,0,2.3.6,2.3.6,2022-01-19 14:01:05,pelayananya kecewa agen
"1 tahun gak melakukan perjalanan, giliran mau liat jadwal perjalanan gk bisa, perbaiki apk ini",1,1,2.5.0,2.5.0,2022-01-17 20:18:27,tahun tidak jalan gilir liat jadwal jalan tidak baik aplikasi
"Bagus sekali, sangat membantu",5,1,2.5.0,2.5.0,2022-01-15 06:50:05,bagus bantu
"Gimana sih masak mau lihat jadwal berangkat harus cari satu per satu.. harus pilih agen, harus pilih jenis bus yang banyak.... Kalau dicari juga belum tentu ada.. Kenapa gk diperlihatkan aja langsung seperti ""PADA TANGGAL 1 DI KOTA JEMBER ADA KEBERANGKATAN KE TUJUAN X, Y, Z DENGAN JAM SEBAGAI BERIKUT"" Jadi kita tinggal pilih tanggal & kota asal langsung diperlihatkan keberangkatan yg ada.. kan lebih simpel !!!",2,50,2.5.0,2.5.0,2022-01-15 01:46:47,gimana sih masak jadwal berangkat cari pilih agen pilih jenis bus cari tidak tanggal kota jember berangkat tuju jam tinggal pilih tanggal kota berangkat simpel
Setiap pesan lewat aplikasi jogja malang selalu tidak tersedia,2,0,2.5.0,2.5.0,2022-01-13 12:26:36,pesan aplikasi jogja malang tidak sedia
Mantap,5,0,,Unknown,2022-01-12 14:43:24,mantap
"Guna nya applikasi apa kalo pembayaran via mbanking ga bisa, merubah metode pembayaran gk bisa yg sudah terlanjur milih. Gk ada kode virtual nya. Tolong sdm iT nya di perbaikin.",2,8,2.5.0,2.5.0,2022-01-10 19:19:54,applikasi bayar via mbanking tidak rubah metode bayar tidak lanjur milih tidak kode virtual tolong sdm it perbaikin
Aplikasi tidak bisa di close. Tolong perbaiki lagi.,1,5,2.5.0,2.5.0,2022-01-10 02:22:11,aplikasi tidak close tolong baik
"KRITIK : untuk driver bus dengan nomor 468, keberangkatan yogyakarta - jember pada tanggal: 06-01-2022. Kenceng boleh yaa, tp kalo ngerem yg alus lah. Masa ngerem gk ada halus halusnya, terus kalo di jalur klakah jember bawanya kayak bawa bus ekonomi, jalan turunan dibejek kenceng aja. Nakutin penumpang lain . Kenceng boleh tp yg haluss, baru ini saya naek rosalia indah bawaannya kayak bukan naek ATB , gak enak banget. Saran : dibimbing lagi itu sopirnya 468 tgl 6 januari 2022 rute jbr",1,49,2.5.0,2.5.0,2022-01-08 20:49:13,kritik driver bus nomor berangkat yogyakarta jember tanggal kenceng yaa ngerem alus ngerem tidak halus halus jalur klakah jember bawa kayak bawa bus ekonomi jalan turun dibejek kenceng aja nakutin tumpang kenceng haluss naek rosalia indah bawa kayak bukan naek atb tidak banget saran bimbing sopir tgl januari rute jbr
"Masalah di login gak terdaftar terus, padahal dah sesuai, pasword gak bisa dibuka, jadi gak bisa lihat kita ngetik ya bener apa typo, bener gak bagus nih, cuma bikin emosi aja",1,0,,Unknown,2022-01-05 15:55:48,login tidak daftar dah sesuai pasword tidak buka tidak ngetik bener typo bener tidak bagus nih bikin emosi
Rosalia Service Nya Best Pokoknya 👍💯,4,0,2.5.0,2.5.0,2022-01-04 17:16:17,rosalia service best pokok
"Ga ada foto2nya dan ribet mau pesen, salah dikit ulangi dr awal, gmn mau tau itu bus nya dan kyk gmn gambarnya... Atau mungkin aslinya dalamanya bus nya jelek makanya ga dikasih foto dalam nya...??? Klo ga siap bikin aplikasi mending ga sa bikin, atau ganti yg buat lah jelek bgt aplikasinya",1,3,2.5.0,2.5.0,2022-01-02 19:46:09,tidak foto ribet sen salah dikit ulang dr gmn tau bus gmn gambar asli dalamanya bus jelek tidak kasih foto tidak bikin aplikasi mending tidak sa bikin ganti jelek banget aplikasi
"Gimana sih, tiap mau book tiket online g bisa",1,1,2.5.0,2.5.0,2022-01-01 18:39:44,gimana sih book tiket online
Jos membantu sekali aplikasinya gak perlu ribet ke agen dlu kalo mau pesen tiket,5,1,2.5.0,2.5.0,2021-12-30 17:06:55,jos bantu aplikasi tidak ribet agen dlu sen tiket
Langganan Super topnya Rosalia 😁,5,0,,Unknown,2021-12-29 19:00:57,langgan super top rosalia
"Sebenarnya sudah bagus sih, hanya saja tiap masuk pasti ada notifikasi untuk update tapi setelah dicek gaada pembaruan lg (sudah versi terbaru). Edited : sudah normal lg",5,8,2.5.0,2.5.0,2021-12-29 14:25:54,bagus sih notifikasi update cek gaada baru versi baru edited normal
Aplikasi BUSUK,1,0,2.5.0,2.5.0,2021-12-28 09:45:53,aplikasi busuk
Sangat puas dengan pelayanan,5,1,2.5.0,2.5.0,2021-12-27 15:41:07,puas layan
"Alhamdulillah pertama pakai aplikasi rosalia indah sangat membantu disaat agen slowrespon, pesen buat H-2 tgl 26 Dec alhmdllh msh kebagian seat meskipun dibelakang. After payment, lgsg e-tiket terbit, tp harus lewat web kalau mau download atau cetak. Di aplikasi blm bisa untuk fitur tersebut. Mungkin bisa dikembanhkan lagi, dan jg eticket bisa dikirimkan via email. Kode booking dikirim via sms, sangat membantu.",5,31,2.5.0,2.5.0,2021-12-25 07:06:42,alhamdulillah pakai aplikasi rosalia indah bantu saat agen slowrespon sen tgl dec alhmdllh msh bagi seat belakang after payment lgsg etiket terbit web download cetak aplikasi blm fitur dikembanhkan eticket kirim via email kode booking kirim via sms bantu
Bagus lebih mudah reservasi tiket tidak harus capek capek dateng ke agen,5,5,2.5.0,2.5.0,2021-12-24 06:59:01,bagus mudah reservasi tiket tidak capek capek dateng agen
Aplikasi ora mutu ora iso cek harga hapus aja google play store,1,2,2.5.0,2.5.0,2021-12-23 23:52:07,aplikasi ora mutu ora iso cek harga hapus google play store
"Mao mesen tiket kaga bisa"" 😥",1,2,2.5.0,2.5.0,2021-12-23 22:09:10,mao mesen tiket kaga
Lancar aplikasinya,5,0,2.5.0,2.5.0,2021-12-23 18:22:29,lancar aplikasi
Naik Bus Rosalia VIP. Cikarang Klaten. AC nya tdk Dingin. Freon nya hbis. Toilet nya kotor.,1,9,2.5.0,2.5.0,2021-12-23 15:40:48,bus rosalia vip cikarang klaten ac tidak dingin freon hbis toilet kotor
"Trmksh bs membantu ketika akan plg kmpung,layanan oke,armadanya jg oke,bs psn tiket lwt online",5,0,2.5.0,2.5.0,2021-12-23 09:13:43,trmksh bantu plg kmpunglayanan okearmadanya okebs psn tiket lwt online
"Aplikasinya sangat membantu perjalanan, semoga selalu mengutamakan layanan yg baik terus kedepannya",5,0,,Unknown,2021-12-22 21:47:58,aplikasi bantu jalan moga utama layan depan
Oke pelsysnan.,5,0,2.4.9,2.4.9,2021-12-22 14:32:09,oke pelsysnan
"Aplikasi tidak bisa exit, Aplikasi setelah diupdate malah tulisan update selalu muncul 😂",1,4,2.5.0,2.5.0,2021-12-22 07:19:54,aplikasi tidak exit aplikasi diupdate tulis update muncul
Belum bisa booking tiket online lewat aplikasi ini,4,0,2.4.9,2.4.9,2021-12-22 01:31:03,booking tiket online aplikasi
"Kurang responsif aplikasinya, tiket online habis dr tgl 23/12 smp tgl 13/01 namun kita di suruh menghubungi agen, sementara agen saya telpon gak mau angkat, di chat lama responnya... Hadeuh APUS ajalah ini aplikasi cuma menuhin memori aja ga bisa buat booking tiket.",2,1,2.4.9,2.4.9,2021-12-20 16:26:16,responsif aplikasi tiket online habis dr tgl smp tgl suruh hubung agen agen telpon tidak angkat chat responnya hadeuh apus aja aplikasi menuhin memori tidak booking tiket
Mantap,5,0,2.4.9,2.4.9,2021-12-20 10:40:09,mantap
"Armada besar tp ga mengutamakan kenyamanan, berangkat dri semarang ke Tangerang dr jam 20.30 di undur sampek jam 22.00 di jalan bis macet lebih dari 3x ga jelas emang",1,0,2.4.9,2.4.9,2021-12-20 05:42:33,armada tidak utama nyaman berangkat dri semarang tangerang dr jam undur sampek jam jalan bis macet tidak emang
Ok,5,0,2.4.9,2.4.9,2021-12-19 19:00:44,ok
Saran : tambahkan metode pembayaran seperti m-banking atau virtual payment lain agar lebih mudah.,4,1,2.4.9,2.4.9,2021-12-19 18:12:36,saran tambah metode bayar mbanking virtual payment mudah
Saya bener2 kecewa sama rosalia kali ini..katanya full tol..prjalanan dr palembang tujuan surabaya..tp nyatanya sampai detik ini belum sampai2..tryta ndak lwat tol lg,1,0,,Unknown,2021-12-17 21:36:59,bener kecewa rosalia inikatanya full tolprjalanan dr palembang tuju surabayatp detik sampaitryta ndak lwat tol
"Bru pertama kali Ri, disuru tunggu 1 jam dr jadwal kbrangkatan.. hzzzz gk on time",2,0,2.4.9,2.4.9,2021-12-16 11:49:08,bru ri disuru tunggu jam dr jadwal kbrangkatan hzzzz tidak on time
"parah bgt nih aplikasi, metode pembayarannya lebih lengkap di web, tapi di web gak bisa cek status pemesanan (ada pilihannya udh diisi tapi gak bisa di klik), kalo ke close udah gatau tadi berapa kode bookingnya, sampe proses apa ulang dari awal, tapi kursinya udh kepilih. ribet bgt",1,5,2.4.9,2.4.9,2021-12-13 08:29:00,parah banget nih aplikasi metode bayar lengkap web web tidak cek status mesan pilih isi tidak klik close udah gatau kode bookingnya sampe proses ulang kursi pilih ribet banget
UI/UX nya jelek bgt tolong diperbaiki,1,0,2.4.9,2.4.9,2021-12-08 19:59:43,uiux jelek banget tolong baik
Sekarang sering terlambat ditiket jam 6 sore jam20.30 belum berangkat dobel deker harga 250 tgl 30 nov 2021 dari Ciputat ke Semarang perbaiki lah manajemen waktu jangan penumpang suruh nunggu ngga jelas jaman digital Kaya jam batu.....,1,0,2.4.9,2.4.9,2021-11-30 20:31:09,lambat tiket jam sore jam berangkat dobel deker harga tgl nov ciputat semarang baik manajemen waktu jangan tumpang suruh nunggu ngga jaman digital kaya jam batu
"Bus datang telat mulu, sampe 2 jam",1,0,2.4.9,2.4.9,2021-11-26 23:08:40,bus telat mulu sampe jam
"Tepat waktu dalam perjalanan, dan harga tiket wajar.",5,0,2.4.2,2.4.2,2021-11-22 19:13:09,waktu jalan harga tiket wajar
Bayar tiket mahal2 tetep aja pelayanan amatir..payaaaah,1,0,2.4.9,2.4.9,2021-11-22 09:50:38,bayar tiket mahal tetep layan amatirpayaaaah
"Saat booking tiket, setelah membaca menu ""Peraturan dan Kondisi Terkait Pemesanan Tiket"" lalu kembali, Data yang sudah di isi tidak tersimpan/reset, tetapi kursi yang sudah di pilih tadi sudah terisi dan tidak dapat dipilih kembali. Tolong untuk hal seperti ini agar segera di benahi",1,6,2.4.9,2.4.9,2021-11-09 21:37:58,booking tiket baca menu atur kondisi kait mesan tiket data isi tidak tersimpanreset kursi pilih isi tidak pilih tolong benah
"Pengalaman menggunakan rosalia express, nyata. Jadi mau komplain gak dikasih media digital nya. Motor saya pengiriman dari Jogja ke bogor. Banyak kendala 1. Dari web lama banget jeda nya kurang wajar banget 2. Pas sudah sampai gak dikasih tau 3. Pas sampai motor injeksi gak mau nyala 4. Bisa2 nya ban belakang macet 5. Ke bengkel lagi dah biar bisa nyala",1,16,2.4.9,2.4.9,2021-11-09 09:46:18,alam rosalia express komplain tidak kasih media digital motor kirim jogja bogor kendala web banget jeda wajar banget tidak kasih tau motor injeksi tidak nyala ban macet bengkel dah biar nyala
"Service baik dan bagus, mohon bisa ditampilkan jadwal keberangkatan mulai titik awal hingga titik akhir.",4,0,2.4.9,2.4.9,2021-11-09 06:28:34,service bagus tampil jadwal berangkat titik titik
Cipppp,5,0,2.4.9,2.4.9,2021-11-08 23:00:57,cipppp
Ok,5,0,2.4.9,2.4.9,2021-11-08 17:30:15,ok
Aplikasi ok,5,0,2.4.9,2.4.9,2021-11-08 11:52:37,aplikasi ok
"Sudah instal, lengkapi data, eehh tiap dibuka ada info tuk update??? Sudah pilih tanggal, tempat berangkat dlll tapi gak muncul m3nu berikutnya",1,3,2.4.9,2.4.9,2021-11-08 10:52:22,instal lengkap data eehh buka info tuk update pilih tanggal berangkat dlll tidak muncul mnu
Keren,5,0,2.4.9,2.4.9,2021-11-07 21:39:16,keren
Cari tiket malah ada tulisan disuruh cari agen terdekat.. Trus gunanya aplikasi buat apa yah?? Nyesel download tapi ga ada guna nya..,1,1,2.4.9,2.4.9,2021-11-06 16:37:37,cari tiket tulis suruh cari agen dekat trus guna aplikasi yah nyesel download tidak
"Bersih, Nyaman dan tepat waktu",5,0,2.4.9,2.4.9,2021-11-06 11:54:35,bersih nyaman waktu
setelah di update koq malah tidak bisa digunakan. muncul pesan error,4,4,2.4.9,2.4.9,2021-11-06 09:08:59,update koq tidak muncul pesan error
"Kok minta update aplikasi terus ya, padahal baru install",5,0,2.4.9,2.4.9,2021-11-06 08:16:25,update aplikasi install
Top,5,0,2.4.9,2.4.9,2021-11-06 02:24:30,top
"Insyaallah,nyaman ,,🙏🏻😊 Dandi beekahi keselamatan bagi semua crew Rosalina indah Aammin",5,0,,Unknown,2021-11-05 19:51:53,insyaallahnyaman dandi beekahi selamat crew rosalina indah aammin
Bagus,5,0,2.4.9,2.4.9,2021-11-05 13:08:58,bagus
"Kurang user friendly aplikasinya, gabisa langsung nampilin tempat duduk sebelum pesen & kalau mau koreksi tanggal atau tempat keberangkatan maupun penurunan atau nyari pilihan bus lain setelah masuk halaman pemesanan harus kembali ke menu awal terus nulis ulang kriteria pencarian, kurang praktis",3,6,2.4.9,2.4.9,2021-11-05 04:50:21,user friendly aplikasi gabisa nampilin duduk sen koreksi tanggal berangkat turun nyari pilih bus halaman mesan menu nulis ulang kriteria cari praktis
System ok,5,0,2.4.9,2.4.9,2021-11-04 17:14:25,system ok
Ok,5,0,,Unknown,2021-11-04 16:36:47,ok
"Tingkatkan kualitas lagi, BIAR mudah pesan tiket Busnya",5,0,2.4.9,2.4.9,2021-11-04 09:20:23,tingkat kualitas biar mudah pesan tiket bus
siiip jioos,5,0,2.4.9,2.4.9,2021-11-03 09:32:28,siiip jioos
RosIn Mantuul..,5,0,2.4.9,2.4.9,2021-11-02 19:23:08,rosin mantuul
"Bagus nih buat Booking tiket terlebih dahulu sebelum berangkat. Oiya, mohon untuk di update, ketika pilih rute/bus mohon juga di sertakan detail seperti fasilitas apa yang di dapatkan jika memilih VIP, Super Executive atau sebagainya. Dan juga foto bus nya. Terimakasih",4,0,,Unknown,2021-11-02 18:16:34,bagus nih booking tiket berangkat oiya update pilih rutebus serta detail fasilitas dapat pilih vip super executive foto bus terimakasih
Masih belum bisa buka,3,0,2.4.9,2.4.9,2021-11-02 17:57:16,buka
Ok,5,0,2.4.9,2.4.9,2021-11-02 17:02:57,ok
Saya puas dg pelayanannya.. saya langganan terus untuk mudik dan balik lagi.. bagus sebenernya.. cuma kecewanua kemarin untuk pelayanan agen via online .. slow respon.. booking dari pagi tapi gk diproses sampai akhirnya kehabisan. Itu saja,1,0,,Unknown,2021-11-02 14:42:34,puas dg layan langgan mudik bagus sebenernya kecewanua kemarin layan agen via online slow respon booking pagi tidak proses habis
Ribet dan ga order,1,0,2.4.9,2.4.9,2021-11-02 11:35:37,ribet tidak order
Service penumpang oke,5,0,2.4.9,2.4.9,2021-11-01 19:46:58,service tumpang oke
Sangat membantu...,5,0,2.4.9,2.4.9,2021-11-01 09:19:35,bantu
Lagi dipelajari,3,0,2.4.9,2.4.9,2021-10-31 16:15:01,ajar
Mohon di bantu cara pembayaran via bca ko g muncul di vritual mau lanjut pembayaran.gi mana caranya,2,0,,Unknown,2021-10-30 13:58:08,bantu bayar via bca ko muncul vritual pembayarangi
"Saya pernah naik bis Rosalia Indah enak, nyaman, aman, tepat waktu",5,0,2.4.9,2.4.9,2021-10-30 13:37:35,bis rosalia indah nyaman aman waktu
Bagus,5,0,2.4.9,2.4.9,2021-10-29 23:42:49,bagus
Mantap,5,0,2.4.9,2.4.9,2021-10-29 16:37:41,mantap
Tepat waktu dan nyaman,5,0,2.4.9,2.4.9,2021-10-29 09:32:22,waktu nyaman
Bintang 1 saja dulu sbb saya sdh pasang Dan beli tiket nya tapi Kok gak bisa cek status tiket di aplikasi Dan email saya??? Padahal saya pelanggan setianya Rosalia 😳,1,3,2.4.9,2.4.9,2021-10-28 21:00:53,bintang sbb sdh pasang beli tiket tidak cek status tiket aplikasi email langgan setia rosalia
We good,5,0,2.4.9,2.4.9,2021-10-28 16:24:47,we good
Rosalia Indah armada yang nyaman..sudah saya gunakan sejak 2004 sampai sekarang,5,0,2.4.9,2.4.9,2021-10-28 16:22:53,rosalia indah armada nyamansudah
"Mantaappss,,,",5,0,2.4.9,2.4.9,2021-10-27 15:10:21,mantaappss
Kita coba dulu mudah2an jadi PO terbaik dalam pelayanan dan selalu berinovasi,4,0,2.4.9,2.4.9,2021-10-27 10:39:04,coba mudah po baik layan inovasi
Mantab,5,0,2.4.9,2.4.9,2021-10-27 06:45:57,mantab
Pelayanan ramah dan baik,5,0,2.4.9,2.4.9,2021-10-26 22:00:01,layan ramah
Semoga terus berkembang,5,0,2.4.9,2.4.9,2021-10-26 14:32:15,moga kembang
"Ga bisa cek harga tiket dulu tanpa harus isi data2, waktu daftar selesai klik akun kudu isi data2 pribadi lagi. Saya keberatan kalo harus ambil memberikan data2 pribadi untuk aplikasi seperti ini, seharusnya cukup dengan nama dan no hp aja udah cukup ga harus pake alamat dan ktp kuatir kebocoran data. Dan permudah juga untuk pengecekan harga tiket",1,15,2.4.9,2.4.9,2021-10-26 09:41:41,tidak cek harga tiket isi data waktu daftar selesai klik akun kudu isi data pribadi berat ambil data pribadi aplikasi nama no hp udah tidak pake alamat ktp kuatir bocor data mudah kece harga tiket
"Agak membingungkan penggunaannya aplikasi RI, mohon pengarahannya tks",3,0,2.4.9,2.4.9,2021-10-26 06:14:51,bingung guna aplikasi ri arah tks
Susah,2,0,,Unknown,2021-10-25 23:49:57,susah
Ok,5,0,2.4.9,2.4.9,2021-10-25 20:01:05,ok
Top apps,5,0,,Unknown,2021-10-25 16:49:49,top apps
"Sa terkendala login, padahal sudah benar input password+emailnya",3,0,2.4.9,2.4.9,2021-10-25 14:32:11,sa kendala login input passwordemailnya
Ok banget,5,0,2.4.9,2.4.9,2021-10-25 09:12:53,ok banget
Servis bagus,5,0,2.4.9,2.4.9,2021-10-24 22:43:32,servis bagus
Alhamdulillah..semua karena pertolongan allah sehingga semua urusan untuk pembelian tiket dimudahkan...terimakasih allah terimakasih rosalia,5,0,2.4.9,2.4.9,2021-10-24 10:52:42,alhamdulillahsemua tolong allah urus beli tiket dimudahkanterimakasih allah terimakasih rosalia
