content,score,thumbsUpCount,reviewCreatedVersion,at,cleaned_content,tokens,tokens_no_stopwords,tokens_stemmed,final_content,tokens_final,final_content_v2,sentiment
"Belu bisa digunakan untuk pemesanan, cuma liat harga aj",1,0,2.5.7,2022-09-13 23:18:22,belu bisa digunakan untuk pemesanan cuma liat harga aj,"['belu', 'bisa', 'digunakan', 'untuk', 'pemesanan', 'cuma', 'liat', 'harga', 'aj']","['belu', 'pemesanan', 'liat', 'harga', 'aj']","['belu', 'mesan', 'liat', 'harga', 'aj']",belu mesan liat harga aj,"['belu', 'mesan', 'liat', 'harga', 'aj']",belu mesan liat harga aj,Negatif
"Sudah Transaksi, ga ada e-ticket baik dari wa SMS, email ga ada yang masuk.",1,0,2.5.7,2022-09-13 12:15:07,sudah transaksi ga ada eticket baik dari wa sms email ga ada yang masuk,"['sudah', 'transaksi', 'ga', 'ada', 'eticket', 'baik', 'dari', 'wa', 'sms', 'email', 'ga', 'ada', 'yang', 'masuk']","['transaksi', 'ga', 'eticket', 'wa', 'sms', 'email', 'ga']","['transaksi', 'ga', 'eticket', 'wa', 'sms', 'email', 'ga']",transaksi ga eticket wa sms email ga,"['transaksi', 'eticket', 'wa', 'sms', 'email']",transaksi eticket wa sms email,Negatif
"Perjalanan bis excutive dari sragen kr jakarta...sragen ke semarang ditempuh 5 jam ,jam 1 berangkat smpai agen semarang jam 6 lebih terus, dari semarang ke jakarta 6-7 jam...sragen jakarta total 12 jam perlu dibenahi systemnya..seharusnya penumpang yg sragen dan solo jgn dijadikan 1 dengan penumpang boyolali solotigo semarang...haduuuh kacau nih systemnya",1,0,2.5.7,2022-09-11 18:43:49,perjalanan bis excutive dari sragen kr jakartasragen ke semarang ditempuh jam jam berangkat smpai agen semarang jam lebih terus dari semarang ke jakarta jamsragen jakarta total jam perlu dibenahi systemnyaseharusnya penumpang yg sragen dan solo jgn dijadikan dengan penumpang boyolali solotigo semaranghaduuuh kacau nih systemnya,"['perjalanan', 'bis', 'excutive', 'dari', 'sragen', 'kr', 'jakartasragen', 'ke', 'semarang', 'ditempuh', 'jam', 'jam', 'berangkat', 'smpai', 'agen', 'semarang', 'jam', 'lebih', 'terus', 'dari', 'semarang', 'ke', 'jakarta', 'jamsragen', 'jakarta', 'total', 'jam', 'perlu', 'dibenahi', 'systemnyaseharusnya', 'penumpang', 'yg', 'sragen', 'dan', 'solo', 'jgn', 'dijadikan', 'dengan', 'penumpang', 'boyolali', 'solotigo', 'semaranghaduuuh', 'kacau', 'nih', 'systemnya']","['perjalanan', 'bis', 'excutive', 'sragen', 'kr', 'jakartasragen', 'semarang', 'ditempuh', 'jam', 'jam', 'berangkat', 'smpai', 'agen', 'semarang', 'jam', 'semarang', 'jakarta', 'jamsragen', 'jakarta', 'total', 'jam', 'dibenahi', 'systemnyaseharusnya', 'penumpang', 'yg', 'sragen', 'solo', 'jgn', 'dijadikan', 'penumpang', 'boyolali', 'solotigo', 'semaranghaduuuh', 'kacau', 'nih', 'systemnya']","['jalan', 'bis', 'excutive', 'sragen', 'kr', 'jakartasragen', 'semarang', 'tempuh', 'jam', 'jam', 'berangkat', 'smpai', 'agen', 'semarang', 'jam', 'semarang', 'jakarta', 'jamsragen', 'jakarta', 'total', 'jam', 'benah', 'systemnyaseharusnya', 'tumpang', 'yg', 'sragen', 'solo', 'jgn', 'jadi', 'tumpang', 'boyolali', 'solotigo', 'semaranghaduuuh', 'kacau', 'nih', 'systemnya']",jalan bis excutive sragen kr jakartasragen semarang tempuh jam jam berangkat smpai agen semarang jam semarang jakarta jamsragen jakarta total jam benah systemnyaseharusnya tumpang yg sragen solo jgn jadi tumpang boyolali solotigo semaranghaduuuh kacau nih systemnya,"['jalan', 'bis', 'excutive', 'sragen', 'kr', 'jakartasragen', 'semarang', 'tempuh', 'jam', 'jam', 'berangkat', 'smpai', 'agen', 'semarang', 'jam', 'semarang', 'jakarta', 'jamsragen', 'jakarta', 'total', 'jam', 'benah', 'systemnyaseharusnya', 'tumpang', 'sragen', 'solo', 'jgn', 'tumpang', 'boyolali', 'solotigo', 'semaranghaduuuh', 'kacau', 'systemnya']",jalan bis excutive sragen kr jakartasragen semarang tempuh jam jam berangkat smpai agen semarang jam semarang jakarta jamsragen jakarta total jam benah systemnyaseharusnya tumpang sragen solo jgn tumpang boyolali solotigo semaranghaduuuh kacau systemnya,Negatif
Sangat memuaskan,4,0,,2022-09-10 19:01:07,sangat memuaskan,"['sangat', 'memuaskan']",['memuaskan'],['muas'],muas,['muas'],muas,Positif
sangat puas sekali,5,0,,2022-09-09 22:52:21,sangat puas sekali,"['sangat', 'puas', 'sekali']",['puas'],['puas'],puas,['puas'],puas,Positif
"Aplikasi lawak, sudah booking eh pas buat bayar nggk bisa.",1,1,2.5.7,2022-09-08 07:35:01,aplikasi lawak sudah booking eh pas buat bayar nggk bisa,"['aplikasi', 'lawak', 'sudah', 'booking', 'eh', 'pas', 'buat', 'bayar', 'nggk', 'bisa']","['aplikasi', 'lawak', 'booking', 'eh', 'pas', 'bayar', 'nggk']","['aplikasi', 'lawak', 'booking', 'eh', 'pas', 'bayar', 'nggk']",aplikasi lawak booking eh pas bayar nggk,"['aplikasi', 'lawak', 'booking', 'eh', 'bayar', 'nggk']",aplikasi lawak booking eh bayar nggk,Negatif
"suka ga bisa milih tiket, stuck di pilih rute",1,0,2.5.7,2022-09-05 08:25:07,suka ga bisa milih tiket stuck di pilih rute,"['suka', 'ga', 'bisa', 'milih', 'tiket', 'stuck', 'di', 'pilih', 'rute']","['suka', 'ga', 'milih', 'tiket', 'stuck', 'pilih', 'rute']","['suka', 'ga', 'milih', 'tiket', 'stuck', 'pilih', 'rute']",suka ga milih tiket stuck pilih rute,"['suka', 'milih', 'tiket', 'stuck', 'pilih', 'rute']",suka milih tiket stuck pilih rute,Negatif
Bus tidak tepat waktu masa nunggu sampe 3 jam an,1,0,2.5.7,2022-09-02 21:31:07,bus tidak tepat waktu masa nunggu sampe jam an,"['bus', 'tidak', 'tepat', 'waktu', 'masa', 'nunggu', 'sampe', 'jam', 'an']","['bus', 'waktu', 'nunggu', 'sampe', 'jam', 'an']","['bus', 'waktu', 'nunggu', 'sampe', 'jam', 'an']",bus waktu nunggu sampe jam an,"['bus', 'waktu', 'nunggu', 'sampe', 'jam', 'an']",bus waktu nunggu sampe jam an,Negatif
"Aplikasi ini sgt membantu buat butuh cepat. Untuk saran: 1. No hp bisa sampai 13digit 2. Kode booking dan kode pembayaran ada di riwayat, spy bisa di cek ulang.",3,2,2.5.7,2022-09-02 12:27:37,aplikasi ini sgt membantu buat butuh cepat untuk saran no hp bisa sampai digit kode booking dan kode pembayaran ada di riwayat spy bisa di cek ulang,"['aplikasi', 'ini', 'sgt', 'membantu', 'buat', 'butuh', 'cepat', 'untuk', 'saran', 'no', 'hp', 'bisa', 'sampai', 'digit', 'kode', 'booking', 'dan', 'kode', 'pembayaran', 'ada', 'di', 'riwayat', 'spy', 'bisa', 'di', 'cek', 'ulang']","['aplikasi', 'sgt', 'membantu', 'butuh', 'cepat', 'saran', 'no', 'hp', 'digit', 'kode', 'booking', 'kode', 'pembayaran', 'riwayat', 'spy', 'cek', 'ulang']","['aplikasi', 'sgt', 'bantu', 'butuh', 'cepat', 'saran', 'no', 'hp', 'digit', 'kode', 'booking', 'kode', 'bayar', 'riwayat', 'spy', 'cek', 'ulang']",aplikasi sgt bantu butuh cepat saran no hp digit kode booking kode bayar riwayat spy cek ulang,"['aplikasi', 'sgt', 'bantu', 'butuh', 'cepat', 'saran', 'no', 'hp', 'digit', 'kode', 'booking', 'kode', 'bayar', 'riwayat', 'spy', 'cek', 'ulang']",aplikasi sgt bantu butuh cepat saran no hp digit kode booking kode bayar riwayat spy cek ulang,Netral
Oke,5,0,2.5.5,2022-08-28 23:02:23,oke,['oke'],['oke'],['oke'],oke,['oke'],oke,Positif
"Mode pembayaran tiket gk bisa m-banking, Harus lari ke alfamart/indomart",1,0,2.5.7,2022-08-28 17:59:27,mode pembayaran tiket gk bisa mbanking harus lari ke alfamartindomart,"['mode', 'pembayaran', 'tiket', 'gk', 'bisa', 'mbanking', 'harus', 'lari', 'ke', 'alfamartindomart']","['mode', 'pembayaran', 'tiket', 'gk', 'mbanking', 'lari', 'alfamartindomart']","['mode', 'bayar', 'tiket', 'gk', 'mbanking', 'lari', 'alfamartindomart']",mode bayar tiket gk mbanking lari alfamartindomart,"['mode', 'bayar', 'tiket', 'mbanking', 'lari', 'alfamartindomart']",mode bayar tiket mbanking lari alfamartindomart,Negatif
Pelayanan sangat baik,5,0,2.5.7,2022-08-24 16:51:59,pelayanan sangat baik,"['pelayanan', 'sangat', 'baik']",['pelayanan'],['layan'],layan,['layan'],layan,Positif
"Perlu di perbaiki aplikasinya, kok sering kembali ke unistall aplikasi.",3,1,2.5.7,2022-08-22 02:58:35,perlu di perbaiki aplikasinya kok sering kembali ke unistall aplikasi,"['perlu', 'di', 'perbaiki', 'aplikasinya', 'kok', 'sering', 'kembali', 'ke', 'unistall', 'aplikasi']","['perbaiki', 'aplikasinya', 'unistall', 'aplikasi']","['baik', 'aplikasi', 'unistall', 'aplikasi']",baik aplikasi unistall aplikasi,"['aplikasi', 'unistall', 'aplikasi']",aplikasi unistall aplikasi,Netral
Jossssss,5,0,2.5.7,2022-08-21 23:20:12,jossssss,['jossssss'],['jossssss'],['jossssss'],jossssss,['jossssss'],jossssss,Positif
"MasyaAllah,",4,0,2.5.7,2022-08-21 11:57:14,masyaallah,['masyaallah'],['masyaallah'],['masyaallah'],masyaallah,['masyaallah'],masyaallah,Positif
"Bintang tiga aja ya, kode booking mau di trace lagi gak bisa",3,0,2.5.7,2022-08-20 16:08:44,bintang tiga aja ya kode booking mau di trace lagi gak bisa,"['bintang', 'tiga', 'aja', 'ya', 'kode', 'booking', 'mau', 'di', 'trace', 'lagi', 'gak', 'bisa']","['bintang', 'aja', 'kode', 'booking', 'trace', 'gak']","['bintang', 'aja', 'kode', 'booking', 'trace', 'gak']",bintang aja kode booking trace gak,"['bintang', 'kode', 'booking', 'trace']",bintang kode booking trace,Netral
bagus sangat memuaskan,5,0,2.5.7,2022-08-20 13:59:25,bagus sangat memuaskan,"['bagus', 'sangat', 'memuaskan']","['bagus', 'memuaskan']","['bagus', 'muas']",bagus muas,"['bagus', 'muas']",bagus muas,Positif
"Pelayanan ok, bus nyaman, cepat sampai tujuan...mantap👍",5,6,2.5.7,2022-08-19 16:35:10,pelayanan ok bus nyaman cepat sampai tujuanmantap,"['pelayanan', 'ok', 'bus', 'nyaman', 'cepat', 'sampai', 'tujuanmantap']","['pelayanan', 'ok', 'bus', 'nyaman', 'cepat', 'tujuanmantap']","['layan', 'ok', 'bus', 'nyaman', 'cepat', 'tujuanmantap']",layan ok bus nyaman cepat tujuanmantap,"['layan', 'bus', 'nyaman', 'cepat', 'tujuanmantap']",layan bus nyaman cepat tujuanmantap,Positif
Tiket selalu abis,1,0,,2022-08-18 09:09:50,tiket selalu abis,"['tiket', 'selalu', 'abis']","['tiket', 'abis']","['tiket', 'abis']",tiket abis,"['tiket', 'abis']",tiket abis,Negatif
👍❤️,5,0,2.5.7,2022-08-17 23:49:25,,[],[],[],,[],,Positif
"Ngelagg parahh, aplikasinya sangat lama loadingnyaa!!",1,0,2.5.7,2022-08-17 10:47:15,ngelagg parahh aplikasinya sangat lama loadingnyaa,"['ngelagg', 'parahh', 'aplikasinya', 'sangat', 'lama', 'loadingnyaa']","['ngelagg', 'parahh', 'aplikasinya', 'loadingnyaa']","['ngelagg', 'parahh', 'aplikasi', 'loadingnyaa']",ngelagg parahh aplikasi loadingnyaa,"['ngelagg', 'parahh', 'aplikasi', 'loadingnyaa']",ngelagg parahh aplikasi loadingnyaa,Negatif
Sangat membantu.,5,0,2.5.7,2022-08-16 17:54:27,sangat membantu,"['sangat', 'membantu']",['membantu'],['bantu'],bantu,['bantu'],bantu,Positif
Kok ke play store trs,1,0,2.5.7,2022-08-16 15:41:31,kok ke play store trs,"['kok', 'ke', 'play', 'store', 'trs']","['play', 'store', 'trs']","['play', 'store', 'trs']",play store trs,"['play', 'store']",play store,Negatif
Good service,4,0,2.5.7,2022-08-16 11:54:41,good service,"['good', 'service']","['good', 'service']","['good', 'service']",good service,"['good', 'service']",good service,Positif
Aplikasi error terus,3,0,2.5.7,2022-08-16 10:37:26,aplikasi error terus,"['aplikasi', 'error', 'terus']","['aplikasi', 'error']","['aplikasi', 'error']",aplikasi error,"['aplikasi', 'error']",aplikasi error,Netral
"Aplikasi msh blm siap, tolong di perbaiki lagi sampe bener2 siap, jgn sampe ada costumer yg kecewa krn kesulitan utk informasi booking tiket ataupun yg lainnya, trimakasih 🙏🙏",3,4,2.5.7,2022-08-15 23:47:23,aplikasi msh blm siap tolong di perbaiki lagi sampe bener siap jgn sampe ada costumer yg kecewa krn kesulitan utk informasi booking tiket ataupun yg lainnya trimakasih,"['aplikasi', 'msh', 'blm', 'siap', 'tolong', 'di', 'perbaiki', 'lagi', 'sampe', 'bener', 'siap', 'jgn', 'sampe', 'ada', 'costumer', 'yg', 'kecewa', 'krn', 'kesulitan', 'utk', 'informasi', 'booking', 'tiket', 'ataupun', 'yg', 'lainnya', 'trimakasih']","['aplikasi', 'msh', 'blm', 'tolong', 'perbaiki', 'sampe', 'bener', 'jgn', 'sampe', 'costumer', 'yg', 'kecewa', 'krn', 'kesulitan', 'utk', 'informasi', 'booking', 'tiket', 'yg', 'trimakasih']","['aplikasi', 'msh', 'blm', 'tolong', 'baik', 'sampe', 'bener', 'jgn', 'sampe', 'costumer', 'yg', 'kecewa', 'krn', 'sulit', 'utk', 'informasi', 'booking', 'tiket', 'yg', 'trimakasih']",aplikasi msh blm tolong baik sampe bener jgn sampe costumer yg kecewa krn sulit utk informasi booking tiket yg trimakasih,"['aplikasi', 'msh', 'blm', 'tolong', 'sampe', 'bener', 'jgn', 'sampe', 'costumer', 'kecewa', 'krn', 'sulit', 'informasi', 'booking', 'tiket', 'trimakasih']",aplikasi msh blm tolong sampe bener jgn sampe costumer kecewa krn sulit informasi booking tiket trimakasih,Netral
Bermanfaat kejar posisi kursi,5,0,2.5.7,2022-08-15 21:34:02,bermanfaat kejar posisi kursi,"['bermanfaat', 'kejar', 'posisi', 'kursi']","['bermanfaat', 'kejar', 'posisi', 'kursi']","['manfaat', 'kejar', 'posisi', 'kursi']",manfaat kejar posisi kursi,"['manfaat', 'kejar', 'posisi', 'kursi']",manfaat kejar posisi kursi,Positif
Oke deh,5,0,2.5.7,2022-08-15 15:17:43,oke deh,"['oke', 'deh']","['oke', 'deh']","['oke', 'deh']",oke deh,['oke'],oke,Positif
"Aneh, tiap cari tiket d tgl berapa pun abis. Buat ap ad aplikasi online kl msh d suruh dteng di agen terdekat",3,0,2.5.7,2022-08-15 07:05:56,aneh tiap cari tiket d tgl berapa pun abis buat ap ad aplikasi online kl msh d suruh dteng di agen terdekat,"['aneh', 'tiap', 'cari', 'tiket', 'd', 'tgl', 'berapa', 'pun', 'abis', 'buat', 'ap', 'ad', 'aplikasi', 'online', 'kl', 'msh', 'd', 'suruh', 'dteng', 'di', 'agen', 'terdekat']","['aneh', 'cari', 'tiket', 'tgl', 'abis', 'ap', 'ad', 'aplikasi', 'online', 'kl', 'msh', 'suruh', 'dteng', 'agen', 'terdekat']","['aneh', 'cari', 'tiket', 'tgl', 'abis', 'ap', 'ad', 'aplikasi', 'online', 'kl', 'msh', 'suruh', 'dteng', 'agen', 'dekat']",aneh cari tiket tgl abis ap ad aplikasi online kl msh suruh dteng agen dekat,"['aneh', 'cari', 'tiket', 'tgl', 'abis', 'ap', 'ad', 'aplikasi', 'online', 'kl', 'msh', 'suruh', 'dteng', 'agen']",aneh cari tiket tgl abis ap ad aplikasi online kl msh suruh dteng agen,Netral
Opsi pertama dalam setiap perjalananku,4,0,2.5.7,2022-08-15 06:36:13,opsi pertama dalam setiap perjalananku,"['opsi', 'pertama', 'dalam', 'setiap', 'perjalananku']","['opsi', 'perjalananku']","['opsi', 'jalan']",opsi jalan,"['opsi', 'jalan']",opsi jalan,Positif
Bagus,4,0,2.5.7,2022-08-13 22:42:44,bagus,['bagus'],['bagus'],['bagus'],bagus,['bagus'],bagus,Positif
Masih perlu di sempurnakan lagi aplikasinya,3,0,2.5.7,2022-08-13 14:40:38,masih perlu di sempurnakan lagi aplikasinya,"['masih', 'perlu', 'di', 'sempurnakan', 'lagi', 'aplikasinya']","['sempurnakan', 'aplikasinya']","['sempurna', 'aplikasi']",sempurna aplikasi,"['sempurna', 'aplikasi']",sempurna aplikasi,Netral
Pemesanan susah + ribet,1,0,2.4.9,2022-08-13 11:24:09,pemesanan susah ribet,"['pemesanan', 'susah', 'ribet']","['pemesanan', 'susah', 'ribet']","['mesan', 'susah', 'ribet']",mesan susah ribet,"['mesan', 'susah', 'ribet']",mesan susah ribet,Negatif
Nyaman Aman,5,0,2.5.7,2022-08-12 22:07:13,nyaman aman,"['nyaman', 'aman']","['nyaman', 'aman']","['nyaman', 'aman']",nyaman aman,"['nyaman', 'aman']",nyaman aman,Positif
Good,5,0,,2022-08-12 21:44:43,good,['good'],['good'],['good'],good,['good'],good,Positif
"Mantaf, kalau bisa bisa mepet pesennya tambah top",4,0,2.5.7,2022-08-12 14:13:28,mantaf kalau bisa bisa mepet pesennya tambah top,"['mantaf', 'kalau', 'bisa', 'bisa', 'mepet', 'pesennya', 'tambah', 'top']","['mantaf', 'mepet', 'pesennya', 'top']","['mantaf', 'mepet', 'sen', 'top']",mantaf mepet sen top,"['mantaf', 'mepet', 'sen', 'top']",mantaf mepet sen top,Positif
Baru install... Coba coba,3,0,2.5.7,2022-08-11 21:48:09,baru install coba coba,"['baru', 'install', 'coba', 'coba']","['install', 'coba', 'coba']","['install', 'coba', 'coba']",install coba coba,['install'],install,Netral
"Aplikasi tidak sesuai, yang saya butuhkan aplikasi lacak paket rosalia express,",1,0,,2022-08-11 13:59:31,aplikasi tidak sesuai yang saya butuhkan aplikasi lacak paket rosalia express,"['aplikasi', 'tidak', 'sesuai', 'yang', 'saya', 'butuhkan', 'aplikasi', 'lacak', 'paket', 'rosalia', 'express']","['aplikasi', 'sesuai', 'butuhkan', 'aplikasi', 'lacak', 'paket', 'rosalia', 'express']","['aplikasi', 'sesuai', 'butuh', 'aplikasi', 'lacak', 'paket', 'rosalia', 'express']",aplikasi sesuai butuh aplikasi lacak paket rosalia express,"['aplikasi', 'sesuai', 'butuh', 'aplikasi', 'lacak', 'paket', 'rosalia', 'express']",aplikasi sesuai butuh aplikasi lacak paket rosalia express,Negatif
Baru instal mudah mudahan membantu dalam pembelian tiket dan servicenya oke,5,0,2.5.7,2022-08-11 10:08:10,baru instal mudah mudahan membantu dalam pembelian tiket dan servicenya oke,"['baru', 'instal', 'mudah', 'mudahan', 'membantu', 'dalam', 'pembelian', 'tiket', 'dan', 'servicenya', 'oke']","['instal', 'mudah', 'mudahan', 'membantu', 'pembelian', 'tiket', 'servicenya', 'oke']","['instal', 'mudah', 'mudah', 'bantu', 'beli', 'tiket', 'servicenya', 'oke']",instal mudah mudah bantu beli tiket servicenya oke,"['instal', 'mudah', 'mudah', 'bantu', 'beli', 'tiket', 'servicenya', 'oke']",instal mudah mudah bantu beli tiket servicenya oke,Positif
Aplikasi ini cukup praktis dan membantu,5,0,2.5.7,2022-08-11 05:31:11,aplikasi ini cukup praktis dan membantu,"['aplikasi', 'ini', 'cukup', 'praktis', 'dan', 'membantu']","['aplikasi', 'praktis', 'membantu']","['aplikasi', 'praktis', 'bantu']",aplikasi praktis bantu,"['aplikasi', 'praktis', 'bantu']",aplikasi praktis bantu,Positif
Masih perlu update biar bisa keluar dari aplilasi.,3,0,2.5.7,2022-08-10 16:42:30,masih perlu update biar bisa keluar dari aplilasi,"['masih', 'perlu', 'update', 'biar', 'bisa', 'keluar', 'dari', 'aplilasi']","['update', 'biar', 'aplilasi']","['update', 'biar', 'aplilasi']",update biar aplilasi,"['update', 'biar', 'aplilasi']",update biar aplilasi,Netral
Praktis untuk pesan tiket,5,0,2.5.7,2022-08-10 16:32:35,praktis untuk pesan tiket,"['praktis', 'untuk', 'pesan', 'tiket']","['praktis', 'pesan', 'tiket']","['praktis', 'pesan', 'tiket']",praktis pesan tiket,"['praktis', 'pesan', 'tiket']",praktis pesan tiket,Positif
Sangat bagus,5,0,2.5.7,2022-08-10 07:32:27,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],bagus,['bagus'],bagus,Positif
Ok,5,0,,2022-08-10 04:06:41,ok,['ok'],['ok'],['ok'],ok,[],,Positif
Tidak bisa di akses padahal dulu gampang pesen tiket online nya,1,0,2.5.7,2022-08-09 13:33:46,tidak bisa di akses padahal dulu gampang pesen tiket online nya,"['tidak', 'bisa', 'di', 'akses', 'padahal', 'dulu', 'gampang', 'pesen', 'tiket', 'online', 'nya']","['akses', 'gampang', 'pesen', 'tiket', 'online']","['akses', 'gampang', 'sen', 'tiket', 'online']",akses gampang sen tiket online,"['akses', 'gampang', 'sen', 'tiket', 'online']",akses gampang sen tiket online,Negatif
Kerren,5,0,2.5.7,2022-08-09 12:37:08,kerren,['kerren'],['kerren'],['kerren'],kerren,['kerren'],kerren,Positif
Good banget,5,0,2.5.7,2022-08-09 11:58:00,good banget,"['good', 'banget']","['good', 'banget']","['good', 'banget']",good banget,['good'],good,Positif
Sesuai kondisi,5,0,2.5.7,2022-08-09 10:25:11,sesuai kondisi,"['sesuai', 'kondisi']","['sesuai', 'kondisi']","['sesuai', 'kondisi']",sesuai kondisi,"['sesuai', 'kondisi']",sesuai kondisi,Positif
Goog,4,0,2.5.7,2022-08-08 23:13:32,goog,['goog'],['goog'],['goog'],goog,['goog'],goog,Positif
Not bad ...👍,3,0,2.5.7,2022-08-08 20:29:03,not bad,"['not', 'bad']","['not', 'bad']","['not', 'bad']",not bad,"['not', 'bad']",not bad,Netral
Karena harus upgrade dulu,3,0,2.5.7,2022-08-08 18:49:48,karena harus upgrade dulu,"['karena', 'harus', 'upgrade', 'dulu']",['upgrade'],['upgrade'],upgrade,['upgrade'],upgrade,Netral
Mantap,5,0,2.5.7,2022-08-08 16:07:50,mantap,['mantap'],['mantap'],['mantap'],mantap,['mantap'],mantap,Positif
"Dunia sementara, akhirat selamanya.",5,0,2.5.7,2022-08-07 20:00:17,dunia sementara akhirat selamanya,"['dunia', 'sementara', 'akhirat', 'selamanya']","['dunia', 'akhirat']","['dunia', 'akhirat']",dunia akhirat,"['dunia', 'akhirat']",dunia akhirat,Positif
Ok sip,5,0,2.5.7,2022-08-07 18:58:01,ok sip,"['ok', 'sip']","['ok', 'sip']","['ok', 'sip']",ok sip,['sip'],sip,Positif
Ok,5,0,2.5.7,2022-08-07 16:10:12,ok,['ok'],['ok'],['ok'],ok,[],,Positif
Mantab,5,0,2.5.7,2022-08-07 06:37:01,mantab,['mantab'],['mantab'],['mantab'],mantab,['mantab'],mantab,Positif
Ok,5,0,2.5.7,2022-08-07 00:51:43,ok,['ok'],['ok'],['ok'],ok,[],,Positif
Bagus,4,0,2.5.7,2022-08-06 21:27:42,bagus,['bagus'],['bagus'],['bagus'],bagus,['bagus'],bagus,Positif
Tiket saya pesen tngal 28 kok bisa berubah tgal 1 gimna nih,5,0,2.5.7,2022-08-06 17:52:49,tiket saya pesen tngal kok bisa berubah tgal gimna nih,"['tiket', 'saya', 'pesen', 'tngal', 'kok', 'bisa', 'berubah', 'tgal', 'gimna', 'nih']","['tiket', 'pesen', 'tngal', 'berubah', 'tgal', 'gimna', 'nih']","['tiket', 'sen', 'tngal', 'ubah', 'tgal', 'gimna', 'nih']",tiket sen tngal ubah tgal gimna nih,"['tiket', 'sen', 'tngal', 'ubah', 'tgal', 'gimna']",tiket sen tngal ubah tgal gimna,Positif
